,date,Name,state,FIPS,positive,AQI,date_str
2034,2020-11-16,Wisconsin,WI,55,2544273,40.57142857,11/16/2020
781,2020-11-16,Louisiana,LA,22,1504335,29.71428571,11/16/2020
1198,2020-11-16,North Dakota,ND,38,489445,27.0,11/16/2020
1452,2020-11-16,New York,NY,36,4096238,30.28571429,11/16/2020
699,2020-11-16,Kansas,KS,20,925587,25.71428571,11/16/2020
2117,2020-11-16,Wyoming,WY,56,188036,39.85714286,11/16/2020
828,2020-11-16,Massachusetts,MA,25,1407959,34.0,11/16/2020
411,2020-11-16,Florida,FL,12,6361858,39.42857143,11/16/2020
1575,2020-11-16,Oregon,OR,41,436458,26.85714286,11/16/2020
283,2020-11-16,Connecticut,CT,9,702542,65.14285714,11/16/2020
242,2020-11-16,Colorado,CO,8,1315673,91.57142857,11/16/2020
1946,2020-11-16,Vermont,VT,50,24575,40.0,11/16/2020
1905,2020-11-16,Virginia,VA,51,1494226,6.0,11/16/2020
1283,2020-11-16,New Hampshire,NH,33,117047,45.57142857,11/16/2020
658,2020-11-16,Indiana,IN,18,1973696,44.42857143,11/16/2020
993,2020-11-16,Minnesota,MN,27,1795207,29.5,11/16/2020
2075,2020-11-16,West Virginia,WV,54,268670,32.85714286,11/16/2020
1700,2020-11-23,South Carolina,SC,45,1492687,35.57142857,11/23/2020
243,2020-11-23,Colorado,CO,8,1541665,61.14285714,11/23/2020
1158,2020-11-23,North Carolina,NC,37,2474068,28.14285714,11/23/2020
1994,2020-11-23,Washington,WA,53,1087869,34.28571429,11/23/2020
911,2020-11-23,Maine,ME,23,78909,35.28571429,11/23/2020
325,2020-11-23,District of Columbia,DC,11,146906,34.71428571,11/23/2020
1370,2020-11-23,New Mexico,NM,35,642491,39.14285714,11/23/2020
1199,2020-11-23,North Dakota,ND,38,539398,35.28571429,11/23/2020
2118,2020-11-23,Wyoming,WY,56,220977,40.28571429,11/23/2020
1535,2020-11-23,Oklahoma,OK,40,1323975,41.42857143,11/23/2020
1659,2020-11-23,Rhode Island,RI,44,378998,22.66666667,11/23/2020
1076,2020-11-23,Mississippi,MS,28,1040944,31.71428571,11/23/2020
1576,2020-11-23,Oregon,OR,41,498731,22.75,11/23/2020
1117,2020-11-23,Montana,MT,30,420391,19.28571429,11/23/2020
494,2020-11-23,Hawaii,HI,15,125750,25.71428571,11/23/2020
953,2020-11-23,Michigan,MI,26,2567659,20.5,11/23/2020
535,2020-11-23,Iowa,IA,19,1384215,34.14285714,11/23/2020
1906,2020-11-23,Virginia,VA,51,1616620,37.85714286,11/23/2020
2035,2020-11-23,Wisconsin,WI,55,2802292,46.57142857,11/23/2020
120,2020-11-23,Arkansas,AR,5,1073523,33.0,11/23/2020
79,2020-11-23,Alabama,AL,1,1702760,60.42857143,11/23/2020
1284,2020-11-23,New Hampshire,NH,33,136723,34.42857143,11/23/2020
412,2020-11-23,Florida,FL,12,6726620,35.28571429,11/23/2020
1035,2020-11-23,Missouri,MO,29,2027687,,11/23/2020
2076,2020-11-23,West Virginia,WV,54,315043,35.14285714,11/23/2020
994,2020-11-23,Minnesota,MN,27,2092278,40.85714286,11/23/2020
453,2020-11-23,Georgia,GA,13,2911528,29.71428571,11/23/2020
202,2020-11-23,California,CA,6,8194983,81.14285714,11/23/2020
659,2020-11-23,Indiana,IN,18,2263787,25.14285714,11/23/2020
284,2020-11-23,Connecticut,CT,9,780622,44.0,11/23/2020
1494,2020-11-23,Ohio,OH,39,2779400,44.85714286,11/23/2020
870,2020-11-23,Maryland,MD,24,1346228,31.57142857,11/23/2020
1617,2020-11-23,Pennsylvania,PA,42,2399094,53.57142857,11/23/2020
617,2020-11-23,Illinois,IL,17,4921462,62.28571429,11/23/2020
1741,2020-11-23,South Dakota,SD,46,544886,57.0,11/23/2020
38,2020-11-23,Alaska,AK,2,206797,32.57142857,11/23/2020
829,2020-11-23,Massachusetts,MA,25,1533204,39.42857143,11/23/2020
1411,2020-11-23,Nevada,NV,32,1024342,78.28571429,11/23/2020
700,2020-11-23,Kansas,KS,20,1054162,41.42857143,11/23/2020
366,2020-11-23,Delaware,DE,10,238983,52.28571429,11/23/2020
1947,2020-11-23,Vermont,VT,50,28591,28.85714286,11/23/2020
782,2020-11-23,Louisiana,LA,22,1601542,30.42857143,11/23/2020
1329,2020-11-23,New Jersey,NJ,34,2282312,36.57142857,11/23/2020
1243,2020-11-23,Nebraska,NE,31,852486,26.14285714,11/23/2020
1453,2020-11-23,New York,NY,36,4392420,10.0,11/23/2020
1782,2020-11-23,Tennessee,TN,47,2507395,62.0,11/23/2020
576,2020-11-23,Idaho,ID,16,679470,25.71428571,11/23/2020
161,2020-11-23,Arizona,AZ,4,2226268,56.28571429,11/23/2020
741,2020-11-23,Kentucky,KY,21,1197019,52.42857143,11/23/2020
1823,2020-11-23,Texas,TX,48,8013465,61.57142857,11/23/2020
1864,2020-11-23,Utah,UT,49,1321571,60.0,11/23/2020
39,2020-11-30,Alaska,AK,2,238576,26.14285714,11/30/2020
2036,2020-11-30,Wisconsin,WI,55,3018410,43.57142857,11/30/2020
80,2020-11-30,Alabama,AL,1,1843981,53.57142857,11/30/2020
2077,2020-11-30,West Virginia,WV,54,366617,16.66666667,11/30/2020
1159,2020-11-30,North Carolina,NC,37,2681658,20.33333333,11/30/2020
660,2020-11-30,Indiana,IN,18,2566016,35.42857143,11/30/2020
454,2020-11-30,Georgia,GA,13,3060084,26.0,11/30/2020
783,2020-11-30,Louisiana,LA,22,1720766,26.33333333,11/30/2020
1742,2020-11-30,South Dakota,SD,46,588656,50.28571429,11/30/2020
495,2020-11-30,Hawaii,HI,15,130200,22.85714286,11/30/2020
954,2020-11-30,Michigan,MI,26,2919002,30.71428571,11/30/2020
1701,2020-11-30,South Carolina,SC,45,1584809,25.0,11/30/2020
536,2020-11-30,Iowa,IA,19,1466724,28.57142857,11/30/2020
1371,2020-11-30,New Mexico,NM,35,733070,46.0,11/30/2020
1660,2020-11-30,Rhode Island,RI,44,434506,30.85714286,11/30/2020
577,2020-11-30,Idaho,ID,16,744773,28.0,11/30/2020
1783,2020-11-30,Tennessee,TN,47,2752177,60.71428571,11/30/2020
912,2020-11-30,Maine,ME,23,89832,31.71428571,11/30/2020
1412,2020-11-30,Nevada,NV,32,1138183,46.0,11/30/2020
1618,2020-11-30,Pennsylvania,PA,42,2786050,39.71428571,11/30/2020
121,2020-11-30,Arkansas,AR,5,1164625,25.0,11/30/2020
871,2020-11-30,Maryland,MD,24,1463820,27.57142857,11/30/2020
1577,2020-11-30,Oregon,OR,41,569041,13.0,11/30/2020
701,2020-11-30,Kansas,KS,20,1160478,40.71428571,11/30/2020
830,2020-11-30,Massachusetts,MA,25,1718928,40.71428571,11/30/2020
1454,2020-11-30,New York,NY,36,4794041,12.42857143,11/30/2020
1536,2020-11-30,Oklahoma,OK,40,1462866,29.66666667,11/30/2020
742,2020-11-30,Kentucky,KY,21,1356016,40.0,11/30/2020
618,2020-11-30,Illinois,IL,17,5380911,41.0,11/30/2020
995,2020-11-30,Minnesota,MN,27,2374683,50.14285714,11/30/2020
1330,2020-11-30,New Jersey,NJ,34,2497358,44.0,11/30/2020
1907,2020-11-30,Virginia,VA,51,1739522,38.14285714,11/30/2020
1200,2020-11-30,North Dakota,ND,38,571671,27.0,11/30/2020
1995,2020-11-30,Washington,WA,53,1202544,33.57142857,11/30/2020
162,2020-11-30,Arizona,AZ,4,2465659,44.66666667,11/30/2020
203,2020-11-30,California,CA,6,9041993,101.57142859999999,11/30/2020
1118,2020-11-30,Montana,MT,30,462638,18.42857143,11/30/2020
1948,2020-11-30,Vermont,VT,50,33273,16.0,11/30/2020
244,2020-11-30,Colorado,CO,8,1760459,58.57142857,11/30/2020
1244,2020-11-30,Nebraska,NE,31,940568,44.57142857,11/30/2020
413,2020-11-30,Florida,FL,12,7150063,30.28571429,11/30/2020
285,2020-11-30,Connecticut,CT,9,885346,65.14285714,11/30/2020
1077,2020-11-30,Mississippi,MS,28,1126414,28.25,11/30/2020
1495,2020-11-30,Ohio,OH,39,3198586,16.66666667,11/30/2020
1865,2020-11-30,Utah,UT,49,1461660,64.57142857,11/30/2020
326,2020-11-30,District of Columbia,DC,11,157498,20.0,11/30/2020
1036,2020-11-30,Missouri,MO,29,2196526,,11/30/2020
367,2020-11-30,Delaware,DE,10,268614,49.85714286,11/30/2020
1285,2020-11-30,New Hampshire,NH,33,165438,45.28571429,11/30/2020
2119,2020-11-30,Wyoming,WY,56,248370,42.14285714,11/30/2020
1824,2020-11-30,Texas,TX,48,8577136,53.28571429,11/30/2020
1372,2020-12-07,New Mexico,NM,35,109947,49.57142857,12/07/2020
784,2020-12-07,Louisiana,LA,22,254562,26.33333333,12/07/2020
1455,2020-12-07,New York,NY,36,722464,11.42857143,12/07/2020
1286,2020-12-07,New Hampshire,NH,33,26623,43.14285714,12/07/2020
1201,2020-12-07,North Dakota,ND,38,83342,35.28571429,12/07/2020
831,2020-12-07,Massachusetts,MA,25,263447,37.14285714,12/07/2020
1331,2020-12-07,New Jersey,NJ,34,377055,35.42857143,12/07/2020
872,2020-12-07,Maryland,MD,24,219961,30.0,12/07/2020
1037,2020-12-07,Missouri,MO,29,328206,,12/07/2020
1413,2020-12-07,Nevada,NV,32,173281,78.28571429,12/07/2020
955,2020-12-07,Michigan,MI,26,443076,42.71428571,12/07/2020
1245,2020-12-07,Nebraska,NE,31,141127,42.28571429,12/07/2020
1078,2020-12-07,Mississippi,MS,28,167926,43.66666667,12/07/2020
913,2020-12-07,Maine,ME,23,14049,31.57142857,12/07/2020
1119,2020-12-07,Montana,MT,30,69346,22.85714286,12/07/2020
996,2020-12-07,Minnesota,MN,27,359203,40.14285714,12/07/2020
122,2020-12-07,Arkansas,AR,5,174325,50.57142857,12/07/2020
1496,2020-12-07,Ohio,OH,39,510018,33.42857143,12/07/2020
1996,2020-12-07,Washington,WA,53,184404,36.28571429,12/07/2020
163,2020-12-07,Arizona,AZ,4,378157,44.66666667,12/07/2020
204,2020-12-07,California,CA,6,1389707,89.85714286,12/07/2020
1949,2020-12-07,Vermont,VT,50,5180,36.14285714,12/07/2020
245,2020-12-07,Colorado,CO,8,268589,58.57142857,12/07/2020
1908,2020-12-07,Virginia,VA,51,262730,37.57142857,12/07/2020
2037,2020-12-07,Wisconsin,WI,55,448009,35.42857143,12/07/2020
286,2020-12-07,Connecticut,CT,9,138258,62.42857143,12/07/2020
1866,2020-12-07,Utah,UT,49,219971,68.57142857,12/07/2020
327,2020-12-07,District of Columbia,DC,11,23589,32.42857143,12/07/2020
1825,2020-12-07,Texas,TX,48,1272504,57.57142857,12/07/2020
81,2020-12-07,Alabama,AL,1,276665,48.14285714,12/07/2020
368,2020-12-07,Delaware,DE,10,41464,35.85714286,12/07/2020
414,2020-12-07,Florida,FL,12,1056065,54.42857143,12/07/2020
1784,2020-12-07,Tennessee,TN,47,414749,37.0,12/07/2020
455,2020-12-07,Georgia,GA,13,452369,29.14285714,12/07/2020
1743,2020-12-07,South Dakota,SD,46,87038,52.0,12/07/2020
743,2020-12-07,Kentucky,KY,21,205668,52.14285714,12/07/2020
1537,2020-12-07,Oklahoma,OK,40,220686,41.42857143,12/07/2020
2078,2020-12-07,West Virginia,WV,54,57060,35.14285714,12/07/2020
702,2020-12-07,Kansas,KS,20,174025,33.14285714,12/07/2020
1578,2020-12-07,Oregon,OR,41,87082,18.33333333,12/07/2020
661,2020-12-07,Indiana,IN,18,392663,31.57142857,12/07/2020
40,2020-12-07,Alaska,AK,2,36758,17.42857143,12/07/2020
1619,2020-12-07,Pennsylvania,PA,42,436614,53.57142857,12/07/2020
578,2020-12-07,Idaho,ID,16,111893,32.14285714,12/07/2020
1160,2020-12-07,North Carolina,NC,37,404032,30.28571429,12/07/2020
1661,2020-12-07,Rhode Island,RI,44,67067,30.0,12/07/2020
537,2020-12-07,Iowa,IA,19,214897,39.57142857,12/07/2020
1702,2020-12-07,South Carolina,SC,45,236954,37.14285714,12/07/2020
496,2020-12-07,Hawaii,HI,15,18976,22.42857143,12/07/2020
619,2020-12-07,Illinois,IL,17,804174,49.28571429,12/07/2020
2120,2020-12-07,Wyoming,WY,56,37475,41.71428571,12/07/2020
