State Name,State Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
VT,50,5/22/20,61,Moderate,Ozone,50-007-0007,2
VT,50,5/23/20,47,Good,Ozone,50-007-0007,2
VT,50,5/24/20,38,Good,Ozone,50-007-0007,2
VT,50,5/25/20,39,Good,Ozone,50-007-0007,2
VT,50,5/26/20,43,Good,Ozone,50-007-0007,2
VT,50,5/27/20,54,Moderate,Ozone,50-007-0007,2
VT,50,5/28/20,35,Good,Ozone,50-007-0007,2
VT,50,5/29/20,31,Good,Ozone,50-007-0007,2
VT,50,5/30/20,33,Good,Ozone,50-007-0007,2
VT,50,5/31/20,26,Good,Ozone,50-007-0007,2
VT,50,6/1/20,31,Good,Ozone,50-007-0007,2
VT,50,6/2/20,34,Good,Ozone,50-007-0007,2
VT,50,6/3/20,32,Good,PM2.5,50-007-0014,2
VT,50,6/4/20,40,Good,Ozone,50-007-0007,2
VT,50,6/5/20,54,Moderate,Ozone,50-007-0007,2
VT,50,6/6/20,45,Good,Ozone,50-007-0007,2
VT,50,6/7/20,27,Good,Ozone,50-007-0007,2
VT,50,6/8/20,35,Good,Ozone,50-007-0007,2
VT,50,6/9/20,32,Good,PM2.5,50-007-0014,2
VT,50,6/10/20,43,Good,Ozone,50-007-0007,2
VT,50,6/11/20,33,Good,Ozone,50-007-0007,2
VT,50,6/12/20,36,Good,Ozone,50-007-0007,2
VT,50,6/13/20,16,Good,Ozone,50-007-0007,2
VT,50,6/14/20,23,Good,PM2.5,50-007-0014,2
VT,50,6/15/20,29,Good,Ozone,50-007-0007,2
VT,50,6/16/20,36,Good,Ozone,50-007-0007,2
VT,50,6/17/20,44,Good,Ozone,50-007-0007,2
VT,50,6/18/20,45,Good,Ozone,50-007-0007,2
VT,50,6/19/20,37,Good,Ozone,50-007-0007,2
VT,50,6/20/20,41,Good,Ozone,50-007-0007,2
VT,50,6/21/20,40,Good,Ozone,50-007-0007,2
VT,50,6/22/20,37,Good,Ozone,50-007-0007,2
VT,50,6/23/20,36,Good,PM2.5,50-007-0014,2
VT,50,6/24/20,25,Good,PM2.5,50-007-0014,2
VT,50,6/25/20,20,Good,PM2.5,50-007-0014,2
VT,50,6/26/20,27,Good,PM2.5,50-007-0014,2
VT,50,6/27/20,30,Good,PM2.5,50-007-0014,2
VT,50,6/28/20,31,Good,PM2.5,50-007-0014,2
VT,50,6/29/20,33,Good,PM2.5,50-007-0014,2
VT,50,6/30/20,27,Good,PM2.5,50-007-0014,2
VT,50,7/1/20,5,Good,CO,50-007-0014,2
VI,78,1/4/20,18,Good,PM2.5,78-010-0012,1
VI,78,1/10/20,33,Good,PM2.5,78-010-0012,1
VI,78,1/16/20,14,Good,PM2.5,78-010-0012,1
VI,78,1/22/20,14,Good,PM2.5,78-010-0012,1
VI,78,1/28/20,4,Good,PM2.5,78-010-0012,1
VI,78,2/3/20,47,Good,PM2.5,78-010-0012,1
VI,78,2/9/20,18,Good,PM2.5,78-010-0012,1
VI,78,2/15/20,13,Good,PM2.5,78-010-0012,1
VI,78,2/21/20,42,Good,PM2.5,78-010-0012,1
VI,78,2/27/20,14,Good,PM2.5,78-010-0012,1
VI,78,3/4/20,20,Good,PM2.5,78-010-0012,1
VI,78,3/10/20,18,Good,PM2.5,78-010-0012,1
VI,78,3/16/20,15,Good,PM2.5,78-010-0012,1
VI,78,3/22/20,15,Good,PM2.5,78-010-0012,1
VI,78,3/28/20,18,Good,PM2.5,78-010-0012,1
VI,78,4/3/20,19,Good,PM2.5,78-010-0012,1
VI,78,4/9/20,36,Good,PM2.5,78-010-0012,1
VI,78,4/15/20,24,Good,PM2.5,78-010-0012,1
VI,78,4/21/20,18,Good,PM2.5,78-010-0012,1
VI,78,4/27/20,12,Good,PM2.5,78-010-0012,1
VI,78,5/3/20,22,Good,PM2.5,78-010-0012,1
VI,78,5/9/20,30,Good,PM2.5,78-010-0012,1
VI,78,5/15/20,19,Good,PM2.5,78-010-0012,1
VI,78,5/27/20,18,Good,PM2.5,78-010-0012,1
VI,78,6/2/20,19,Good,PM2.5,78-010-0012,1
VI,78,6/14/20,16,Good,PM2.5,78-010-0012,1
VI,78,6/20/20,82,Moderate,PM2.5,78-010-0012,1
VI,78,6/26/20,57,Moderate,PM2.5,78-010-0012,1
VA,51,1/1/20,32,Good,Ozone,51-059-0030,2
VA,51,1/2/20,55,Moderate,PM2.5,51-059-0031,2
VA,51,1/3/20,33,Good,PM2.5,51-059-0031,2
VA,51,1/4/20,27,Good,PM2.5,51-059-0031,2
VA,51,1/5/20,29,Good,Ozone,51-059-0030,2
VA,51,1/6/20,31,Good,Ozone,51-059-0030,2
VA,51,1/7/20,34,Good,NO2,51-059-0031,2
VA,51,1/8/20,31,Good,Ozone,51-059-0030,2
VA,51,1/9/20,31,Good,NO2,51-059-0031,2
VA,51,1/10/20,33,Good,PM2.5,51-059-0031,2
VA,51,1/11/20,33,Good,PM2.5,51-059-0031,2
VA,51,1/12/20,33,Good,Ozone,51-059-0030,2
VA,51,1/13/20,36,Good,PM2.5,51-059-0031,2
VA,51,1/14/20,46,Good,PM2.5,51-059-0031,2
VA,51,1/15/20,40,Good,PM2.5,51-059-0030,2
VA,51,1/16/20,30,Good,Ozone,51-059-0030,2
VA,51,1/17/20,29,Good,NO2,51-059-0031,2
VA,51,1/18/20,33,Good,PM2.5,51-059-0031,2
VA,51,1/19/20,26,Good,Ozone,51-059-0030,2
VA,51,1/20/20,33,Good,Ozone,51-059-0030,2
VA,51,1/21/20,34,Good,Ozone,51-059-0030,2
VA,51,1/22/20,43,Good,PM2.5,51-059-0031,2
VA,51,1/23/20,66,Moderate,PM2.5,51-059-0031,2
VA,51,1/24/20,54,Moderate,PM2.5,51-059-0031,2
VA,51,1/25/20,30,Good,Ozone,51-059-0030,2
VA,51,1/26/20,26,Good,Ozone,51-059-0030,2
VA,51,1/27/20,29,Good,Ozone,51-059-0030,2
VA,51,1/28/20,29,Good,Ozone,51-059-0030,2
VA,51,1/29/20,31,Good,Ozone,51-059-0030,2
VA,51,1/30/20,43,Good,PM2.5,51-059-0031,2
VA,51,1/31/20,48,Good,PM2.5,51-059-0031,2
VA,51,2/1/20,59,Moderate,PM2.5,51-059-0031,2
VA,51,2/2/20,38,Good,PM2.5,51-059-0031,2
VA,51,2/3/20,35,Good,NO2,51-059-0031,2
VA,51,2/4/20,42,Good,PM2.5,51-059-0031,2
VA,51,2/5/20,29,Good,PM2.5,51-059-0030,2
VA,51,2/6/20,26,Good,NO2,51-059-0031,2
VA,51,2/7/20,31,Good,Ozone,51-059-0030,2
VA,51,2/8/20,34,Good,Ozone,51-059-0030,2
VA,51,2/9/20,34,Good,Ozone,51-059-0030,2
VA,51,2/10/20,28,Good,Ozone,51-059-0030,2
VA,51,2/11/20,36,Good,PM2.5,51-059-0031,2
VA,51,2/12/20,38,Good,PM2.5,51-059-0030,2
VA,51,2/13/20,31,Good,Ozone,51-059-0030,2
VA,51,2/14/20,31,Good,Ozone,51-059-0030,2
VA,51,2/15/20,32,Good,NO2,51-059-0031,2
VA,51,2/16/20,34,Good,PM2.5,51-059-0030,2
VA,51,2/17/20,55,Moderate,PM2.5,51-059-0031,2
VA,51,2/18/20,45,Good,PM2.5,51-059-0030,2
VA,51,2/19/20,32,Good,Ozone,51-059-0030,2
VA,51,2/20/20,34,Good,NO2,51-059-0031,2
VA,51,2/21/20,35,Good,NO2,51-059-0031,2
VA,51,2/22/20,51,Moderate,PM2.5,51-059-0031,2
VA,51,2/23/20,57,Moderate,PM2.5,51-059-0031,2
VA,51,2/24/20,55,Moderate,PM2.5,51-059-0031,2
VA,51,2/25/20,36,Good,PM2.5,51-059-0031,2
VA,51,2/26/20,57,Moderate,PM2.5,51-059-0031,2
VA,51,2/27/20,35,Good,Ozone,51-059-0030,2
VA,51,2/28/20,34,Good,Ozone,51-059-0030,2
VA,51,2/29/20,36,Good,Ozone,51-059-0030,2
VA,51,3/1/20,39,Good,Ozone,51-059-0030,2
VA,51,3/2/20,46,Good,PM2.5,51-059-0031,2
VA,51,3/3/20,48,Good,PM2.5,51-059-0031,2
VA,51,3/4/20,39,Good,Ozone,51-059-0030,2
VA,51,3/5/20,46,Good,PM2.5,51-059-0031,2
VA,51,3/6/20,37,Good,NO2,51-059-0031,2
VA,51,3/7/20,37,Good,Ozone,51-059-0030,2
VA,51,3/8/20,38,Good,Ozone,51-059-0030,2
VA,51,3/9/20,55,Moderate,PM2.5,51-059-0031,2
VA,51,3/10/20,35,Good,PM2.5,51-059-0031,2
VA,51,3/11/20,34,Good,NO2,51-059-0031,2
VA,51,3/12/20,43,Good,PM2.5,51-059-0031,2
VA,51,3/13/20,40,Good,Ozone,51-059-0030,2
VA,51,3/14/20,40,Good,Ozone,51-059-0030,2
VA,51,3/15/20,31,Good,Ozone,51-059-0030,2
VA,51,3/16/20,42,Good,Ozone,51-059-0030,2
VA,51,3/17/20,34,Good,NO2,51-059-0031,2
VA,51,3/18/20,40,Good,NO2,51-059-0031,2
VA,51,3/19/20,48,Good,PM2.5,51-059-0030,2
VA,51,3/20/20,38,Good,PM2.5,51-059-0031,2
VA,51,3/21/20,32,Good,Ozone,51-059-0030,2
VA,51,3/22/20,39,Good,Ozone,51-059-0030,2
VA,51,3/23/20,33,Good,Ozone,51-059-0030,2
VA,51,3/24/20,31,Good,Ozone,51-059-0030,2
VA,51,3/25/20,29,Good,Ozone,51-059-0030,2
VA,51,3/26/20,38,Good,PM2.5,51-059-0030,2
VA,51,3/27/20,42,Good,Ozone,51-059-0030,2
VA,51,3/28/20,38,Good,PM2.5,51-059-0031,2
VA,51,3/29/20,39,Good,PM2.5,51-059-0030,2
VA,51,3/30/20,44,Good,Ozone,51-059-0030,2
VA,51,3/31/20,35,Good,Ozone,51-059-0030,2
VA,51,4/1/20,33,Good,Ozone,51-059-0030,2
VA,51,4/2/20,43,Good,Ozone,51-059-0030,2
VA,51,4/3/20,43,Good,Ozone,51-059-0030,2
VA,51,4/4/20,31,Good,Ozone,51-059-0030,2
VA,51,4/5/20,38,Good,Ozone,51-059-0030,2
VA,51,4/6/20,44,Good,Ozone,51-059-0030,2
VA,51,4/7/20,40,Good,PM2.5,51-059-0031,2
VA,51,4/8/20,44,Good,Ozone,51-059-0030,2
VA,51,4/9/20,44,Good,Ozone,51-059-0030,2
VA,51,4/10/20,38,Good,Ozone,51-059-0030,2
VA,51,4/11/20,44,Good,Ozone,51-059-0030,2
VA,51,4/12/20,49,Good,PM2.5,51-059-0031,2
VA,51,4/13/20,39,Good,Ozone,51-059-0030,2
VA,51,4/14/20,41,Good,Ozone,51-059-0030,2
VA,51,4/15/20,42,Good,Ozone,51-059-0030,2
VA,51,4/16/20,43,Good,Ozone,51-059-0030,2
VA,51,4/17/20,43,Good,Ozone,51-059-0030,2
VA,51,4/18/20,42,Good,Ozone,51-059-0030,2
VA,51,4/19/20,57,Moderate,PM2.5,51-059-0031,2
VA,51,4/20/20,54,Moderate,PM2.5,51-059-0031,2
VA,51,4/21/20,43,Good,Ozone,51-059-0030,2
VA,51,4/22/20,44,Good,Ozone,51-059-0030,2
VA,51,4/23/20,38,Good,PM2.5,51-059-0031,2
VA,51,4/24/20,36,Good,PM2.5,51-059-0031,2
VA,51,4/25/20,37,Good,Ozone,51-059-0030,2
VA,51,4/26/20,32,Good,Ozone,51-059-0030,2
VA,51,4/27/20,35,Good,Ozone,51-059-0030,2
VA,51,4/28/20,31,Good,NO2,51-059-0031,2
VA,51,4/29/20,45,Good,Ozone,51-059-0030,2
VA,51,4/30/20,38,Good,Ozone,51-059-0030,2
VA,51,5/1/20,33,Good,Ozone,51-059-0030,2
VA,51,5/2/20,43,Good,Ozone,51-059-0030,2
VA,51,5/3/20,35,Good,Ozone,51-059-0030,2
VA,51,5/4/20,42,Good,Ozone,51-059-0030,2
VA,51,5/5/20,32,Good,Ozone,51-059-0030,2
VA,51,5/6/20,33,Good,Ozone,51-059-0030,2
VA,51,5/7/20,46,Good,Ozone,51-059-0030,2
VA,51,5/8/20,43,Good,Ozone,51-059-0030,2
VA,51,5/9/20,35,Good,Ozone,51-059-0030,2
VA,51,5/10/20,41,Good,Ozone,51-059-0030,2
VA,51,5/11/20,33,Good,Ozone,51-059-0030,2
VA,51,5/12/20,40,Good,Ozone,51-059-0030,2
VA,51,5/13/20,47,Good,Ozone,51-059-0030,2
VA,51,5/14/20,40,Good,Ozone,51-059-0031,2
VA,51,5/15/20,52,Moderate,PM2.5,51-059-0031,2
VA,51,5/16/20,48,Good,Ozone,51-059-0030,2
VA,51,5/17/20,35,Good,Ozone,51-059-0030,2
VA,51,5/18/20,38,Good,Ozone,51-059-0030,2
VA,51,5/19/20,40,Good,Ozone,51-059-0030,2
VA,51,5/20/20,38,Good,PM2.5,51-059-0031,2
VA,51,5/21/20,38,Good,PM2.5,51-059-0030,2
VA,51,5/22/20,29,Good,Ozone,51-059-0030,2
VA,51,5/23/20,40,Good,Ozone,51-059-0030,2
VA,51,5/24/20,29,Good,Ozone,51-059-0030,2
VA,51,5/25/20,37,Good,Ozone,51-059-0030,2
VA,51,5/26/20,30,Good,PM2.5,51-059-0031,2
VA,51,5/27/20,27,Good,PM2.5,51-059-0031,2
VA,51,5/28/20,25,Good,PM2.5,51-059-0031,2
VA,51,5/29/20,35,Good,PM2.5,51-059-0031,2
VA,51,5/30/20,46,Good,Ozone,51-059-0030,2
VA,51,5/31/20,37,Good,Ozone,51-059-0030,2
VA,51,6/1/20,43,Good,Ozone,51-059-0030,2
VA,51,6/2/20,39,Good,Ozone,51-059-0030,2
VA,51,6/3/20,58,Moderate,PM2.5,51-059-0031,2
VA,51,6/4/20,53,Moderate,PM2.5,51-059-0031,2
VA,51,6/5/20,32,Good,PM2.5,51-059-0031,2
VA,51,6/6/20,49,Good,Ozone,51-059-0030,2
VA,51,6/7/20,44,Good,Ozone,51-059-0030,2
VA,51,6/8/20,58,Moderate,Ozone,51-059-0030,2
VA,51,6/9/20,50,Good,PM2.5,51-059-0031,2
VA,51,6/10/20,45,Good,PM2.5,51-059-0031,2
VA,51,6/11/20,43,Good,PM2.5,51-059-0031,2
VA,51,6/12/20,54,Moderate,Ozone,51-059-0030,2
VA,51,6/13/20,44,Good,Ozone,51-059-0030,2
VA,51,6/14/20,44,Good,Ozone,51-059-0030,2
VA,51,6/15/20,41,Good,Ozone,51-059-0030,2
VA,51,6/16/20,40,Good,Ozone,51-059-0030,2
VA,51,6/17/20,22,Good,Ozone,51-059-0030,2
VA,51,6/18/20,32,Good,Ozone,51-059-0030,2
VA,51,6/19/20,35,Good,PM2.5,51-059-0031,2
VA,51,6/20/20,31,Good,PM2.5,51-059-0031,2
VA,51,6/21/20,31,Good,Ozone,51-059-0030,2
VA,51,6/22/20,55,Moderate,PM2.5,51-059-0031,2
VA,51,6/23/20,56,Moderate,PM2.5,51-059-0031,2
VA,51,6/24/20,48,Good,Ozone,51-059-0030,2
VA,51,6/25/20,45,Good,Ozone,51-059-0031,2
VA,51,6/26/20,58,Moderate,Ozone,51-059-0030,2
VA,51,6/27/20,47,Good,PM2.5,51-059-0031,2
VA,51,6/28/20,44,Good,PM2.5,51-059-0031,2
VA,51,6/29/20,41,Good,Ozone,51-059-0030,2
VA,51,6/30/20,44,Good,Ozone,51-059-0030,2
VA,51,7/1/20,3,Good,CO,51-059-0031,1
VA,51,7/2/20,30,Good,PM2.5,51-059-0030,1
VA,51,7/11/20,18,Good,PM2.5,51-059-0030,1
VA,51,7/14/20,20,Good,PM2.5,51-059-0030,1
VA,51,7/17/20,36,Good,PM2.5,51-059-0030,1
VA,51,7/20/20,38,Good,PM2.5,51-059-0030,1
VA,51,7/23/20,22,Good,PM2.5,51-059-0030,1
VA,51,7/26/20,16,Good,PM10,51-059-0030,1
VA,51,7/29/20,27,Good,PM2.5,51-059-0030,1
VA,51,8/1/20,11,Good,PM10,51-059-0030,1
VA,51,8/7/20,9,Good,PM10,51-059-0030,1
VA,51,8/19/20,11,Good,PM10,51-059-0030,1
VA,51,8/25/20,20,Good,PM10,51-059-0030,1
VA,51,8/31/20,15,Good,PM10,51-059-0030,1
VA,51,9/6/20,16,Good,PM10,51-059-0030,1
VA,51,9/12/20,16,Good,PM10,51-059-0030,1
VA,51,9/18/20,18,Good,PM10,51-059-0030,1
VA,51,9/24/20,11,Good,PM10,51-059-0030,1
VA,51,9/30/20,6,Good,PM10,51-059-0030,1
WA,53,1/1/20,34,Good,Ozone,53-033-0080,10
WA,53,1/2/20,43,Good,NO2,53-033-0030,10
WA,53,1/3/20,42,Good,NO2,53-033-0030,10
WA,53,1/4/20,35,Good,Ozone,53-033-0080,10
WA,53,1/5/20,31,Good,Ozone,53-033-0080,10
WA,53,1/6/20,34,Good,PM2.5,53-033-0057,10
WA,53,1/7/20,31,Good,Ozone,53-033-0080,10
WA,53,1/8/20,36,Good,NO2,53-033-0030,10
WA,53,1/9/20,46,Good,PM2.5,53-033-0057,10
WA,53,1/10/20,33,Good,PM2.5,53-033-0057,10
WA,53,1/11/20,33,Good,Ozone,53-033-0080,10
WA,53,1/12/20,33,Good,Ozone,53-033-0080,10
WA,53,1/13/20,33,Good,NO2,53-033-0030,10
WA,53,1/14/20,32,Good,PM2.5,53-033-0057,10
WA,53,1/15/20,33,Good,Ozone,53-033-0080,10
WA,53,1/16/20,38,Good,NO2,53-033-0030,10
WA,53,1/17/20,40,Good,PM2.5,53-033-0057,10
WA,53,1/18/20,31,Good,Ozone,53-033-0080,10
WA,53,1/19/20,38,Good,PM2.5,53-033-1011,10
WA,53,1/20/20,54,Moderate,PM2.5,53-033-0089,10
WA,53,1/21/20,38,Good,PM2.5,53-033-0057,10
WA,53,1/22/20,39,Good,NO2,53-033-0030,10
WA,53,1/23/20,36,Good,NO2,53-033-0030,10
WA,53,1/24/20,38,Good,NO2,53-033-0030,10
WA,53,1/25/20,30,Good,PM2.5,53-033-1011,10
WA,53,1/26/20,33,Good,Ozone,53-033-0080,10
WA,53,1/27/20,29,Good,NO2,53-033-0080,10
WA,53,1/28/20,42,Good,NO2,53-033-0030,10
WA,53,1/29/20,33,Good,NO2,53-033-0030,10
WA,53,1/30/20,37,Good,PM2.5,53-033-1011,10
WA,53,1/31/20,31,Good,NO2,53-033-0080,10
WA,53,2/1/20,33,Good,Ozone,53-033-0080,10
WA,53,2/2/20,37,Good,PM2.5,53-033-1011,10
WA,53,2/3/20,33,Good,PM2.5,53-033-1011,10
WA,53,2/4/20,38,Good,PM2.5,53-033-0057,10
WA,53,2/5/20,36,Good,NO2,53-033-0030,10
WA,53,2/6/20,35,Good,NO2,53-033-0030,10
WA,53,2/7/20,36,Good,Ozone,53-033-0080,10
WA,53,2/8/20,30,Good,Ozone,53-033-0080,10
WA,53,2/9/20,49,Good,PM2.5,53-033-0024,10
WA,53,2/10/20,50,Good,PM2.5,53-033-0057,10
WA,53,2/11/20,50,Good,PM2.5,53-033-0057,10
WA,53,2/12/20,40,Good,PM2.5,53-033-0057,10
WA,53,2/13/20,34,Good,PM2.5,53-033-0057,10
WA,53,2/14/20,34,Good,NO2,53-033-0030,10
WA,53,2/15/20,31,Good,Ozone,53-033-0080,10
WA,53,2/16/20,31,Good,Ozone,53-033-0080,10
WA,53,2/17/20,37,Good,NO2,53-033-0030,9
WA,53,2/18/20,31,Good,PM2.5,53-033-0057,9
WA,53,2/19/20,42,Good,NO2,53-033-0030,9
WA,53,2/20/20,54,Moderate,PM2.5,53-033-0057,9
WA,53,2/21/20,55,Moderate,PM2.5,53-033-0057,9
WA,53,2/22/20,39,Good,NO2,53-033-0030,9
WA,53,2/23/20,36,Good,Ozone,53-033-0080,9
WA,53,2/24/20,45,Good,NO2,53-033-0030,9
WA,53,2/25/20,47,Good,PM2.5,53-033-0057,9
WA,53,2/26/20,41,Good,NO2,53-033-0030,9
WA,53,2/27/20,35,Good,NO2,53-033-0030,9
WA,53,2/28/20,46,Good,PM2.5,53-033-0057,9
WA,53,2/29/20,35,Good,Ozone,53-033-0080,9
WA,53,3/1/20,37,Good,PM2.5,53-033-1011,9
WA,53,3/2/20,39,Good,NO2,53-033-0030,9
WA,53,3/3/20,31,Good,NO2,53-033-0030,9
WA,53,3/4/20,38,Good,PM2.5,53-033-0057,10
WA,53,3/5/20,34,Good,PM2.5,53-033-0057,10
WA,53,3/6/20,39,Good,NO2,53-033-0030,10
WA,53,3/7/20,38,Good,PM2.5,53-033-1011,10
WA,53,3/8/20,34,Good,PM2.5,53-033-1011,10
WA,53,3/9/20,47,Good,PM2.5,53-033-1011,10
WA,53,3/10/20,33,Good,Ozone,53-033-0080,10
WA,53,3/11/20,28,Good,NO2,53-033-0030,10
WA,53,3/12/20,34,Good,PM2.5,53-033-1011,10
WA,53,3/13/20,38,Good,PM2.5,53-033-1011,10
WA,53,3/14/20,31,Good,Ozone,53-033-0080,10
WA,53,3/15/20,35,Good,Ozone,53-033-0080,10
WA,53,3/16/20,40,Good,PM2.5,53-033-1011,10
WA,53,3/17/20,57,Moderate,PM2.5,53-033-0057,10
WA,53,3/18/20,59,Moderate,PM2.5,53-033-0057,10
WA,53,3/19/20,69,Moderate,PM2.5,53-033-0057,10
WA,53,3/20/20,61,Moderate,PM2.5,53-033-0057,10
WA,53,3/21/20,59,Moderate,PM2.5,53-033-0057,10
WA,53,3/22/20,59,Moderate,PM2.5,53-033-0057,10
WA,53,3/23/20,76,Moderate,NO2,53-033-0030,10
WA,53,3/24/20,31,Good,Ozone,53-033-0080,10
WA,53,3/25/20,32,Good,PM2.5,53-033-1011,10
WA,53,3/26/20,43,Good,PM2.5,53-033-0057,10
WA,53,3/27/20,40,Good,PM2.5,53-033-0057,10
WA,53,3/28/20,32,Good,Ozone,53-033-0080,10
WA,53,3/29/20,35,Good,Ozone,53-033-0080,10
WA,53,3/30/20,34,Good,Ozone,53-033-0080,10
WA,53,3/31/20,35,Good,Ozone,53-033-0080,10
WA,53,4/1/20,33,Good,Ozone,53-033-0080,10
WA,53,4/2/20,50,Good,PM2.5,53-033-1011,10
WA,53,4/3/20,39,Good,PM2.5,53-033-1011,10
WA,53,4/4/20,32,Good,Ozone,53-033-0080,10
WA,53,4/5/20,40,Good,PM2.5,53-033-1011,10
WA,53,4/6/20,33,Good,Ozone,53-033-0080,10
WA,53,4/7/20,39,Good,PM2.5,53-033-1011,8
WA,53,4/8/20,55,Moderate,PM2.5,53-033-1011,8
WA,53,4/9/20,47,Good,PM2.5,53-033-0057,8
WA,53,4/10/20,44,Good,PM2.5,53-033-1011,8
WA,53,4/11/20,41,Good,Ozone,53-033-0080,9
WA,53,4/12/20,44,Good,Ozone,53-033-0080,9
WA,53,4/13/20,41,Good,Ozone,53-033-0080,9
WA,53,4/14/20,38,Good,Ozone,53-033-0080,9
WA,53,4/15/20,39,Good,Ozone,53-033-0080,9
WA,53,4/16/20,37,Good,Ozone,53-033-0080,9
WA,53,4/17/20,35,Good,Ozone,53-033-0080,9
WA,53,4/18/20,28,Good,NO2,53-033-0080,9
WA,53,4/19/20,32,Good,Ozone,53-033-0080,9
WA,53,4/20/20,31,Good,Ozone,53-033-0080,9
WA,53,4/21/20,32,Good,Ozone,53-033-0080,9
WA,53,4/22/20,25,Good,NO2,53-033-0080,9
WA,53,4/23/20,25,Good,NO2,53-033-0080,9
WA,53,4/24/20,29,Good,NO2,53-033-0030,9
WA,53,4/25/20,52,Moderate,PM2.5,53-033-1011,9
WA,53,4/26/20,37,Good,Ozone,53-033-0080,9
WA,53,4/27/20,35,Good,Ozone,53-033-0080,9
WA,53,4/28/20,34,Good,PM2.5,53-033-1011,9
WA,53,4/29/20,33,Good,Ozone,53-033-0080,9
WA,53,4/30/20,35,Good,Ozone,53-033-0080,9
WA,53,5/1/20,40,Good,Ozone,53-033-0080,9
WA,53,5/2/20,38,Good,Ozone,53-033-0080,9
WA,53,5/3/20,37,Good,Ozone,53-033-0080,9
WA,53,5/4/20,37,Good,PM2.5,53-033-1011,9
WA,53,5/5/20,40,Good,Ozone,53-033-0080,9
WA,53,5/6/20,39,Good,Ozone,53-033-0080,9
WA,53,5/7/20,34,Good,Ozone,53-033-0080,9
WA,53,5/8/20,43,Good,Ozone,53-033-0023,10
WA,53,5/9/20,47,Good,PM2.5,53-033-0069,10
WA,53,5/10/20,43,Good,NO2,53-033-0030,10
WA,53,5/11/20,41,Good,NO2,53-033-0030,10
WA,53,5/12/20,31,Good,Ozone,53-033-0080,10
WA,53,5/13/20,36,Good,Ozone,53-033-0080,10
WA,53,5/14/20,36,Good,Ozone,53-033-0080,10
WA,53,5/15/20,40,Good,Ozone,53-033-0080,10
WA,53,5/16/20,32,Good,PM2.5,53-033-1011,11
WA,53,5/17/20,38,Good,Ozone,53-033-0080,11
WA,53,5/18/20,35,Good,Ozone,53-033-0023,11
WA,53,5/19/20,27,Good,Ozone,53-033-0080,11
WA,53,5/20/20,32,Good,Ozone,53-033-0080,11
WA,53,5/21/20,31,Good,Ozone,53-033-0023,11
WA,53,5/22/20,28,Good,Ozone,53-033-0023,11
WA,53,5/23/20,31,Good,Ozone,53-033-0080,11
WA,53,5/24/20,39,Good,Ozone,53-033-0023,11
WA,53,5/25/20,25,Good,Ozone,53-033-0080,11
WA,53,5/26/20,31,Good,Ozone,53-033-0080,11
WA,53,5/27/20,42,Good,Ozone,53-033-0023,11
WA,53,5/28/20,61,Moderate,Ozone,53-033-0023,11
WA,53,5/29/20,54,Moderate,Ozone,53-033-0023,11
WA,53,5/30/20,30,Good,PM2.5,53-033-1011,11
WA,53,5/31/20,29,Good,Ozone,53-033-0023,11
WA,53,6/1/20,36,Good,Ozone,53-033-0023,11
WA,53,6/2/20,34,Good,Ozone,53-033-0017,11
WA,53,6/3/20,36,Good,Ozone,53-033-0023,11
WA,53,6/4/20,37,Good,Ozone,53-033-0023,11
WA,53,6/5/20,28,Good,Ozone,53-033-0080,11
WA,53,6/6/20,31,Good,Ozone,53-033-0080,11
WA,53,6/7/20,26,Good,Ozone,53-033-0080,11
WA,53,6/8/20,27,Good,Ozone,53-033-0080,11
WA,53,6/9/20,22,Good,PM2.5,53-033-1011,11
WA,53,6/10/20,27,Good,NO2,53-033-0030,11
WA,53,6/11/20,31,Good,NO2,53-033-0080,11
WA,53,6/12/20,26,Good,NO2,53-033-0030,10
WA,53,6/13/20,27,Good,Ozone,53-033-0080,10
WA,53,6/14/20,27,Good,Ozone,53-033-0080,10
WA,53,6/15/20,28,Good,Ozone,53-033-0080,10
WA,53,6/16/20,31,Good,Ozone,53-033-0080,10
WA,53,6/17/20,31,Good,Ozone,53-033-0010,10
WA,53,6/18/20,36,Good,Ozone,53-033-0023,10
WA,53,6/19/20,45,Good,Ozone,53-033-0023,10
WA,53,6/20/20,24,Good,PM2.5,53-033-1011,11
WA,53,6/21/20,28,Good,Ozone,53-033-0010,11
WA,53,6/22/20,44,Good,Ozone,53-033-0023,11
WA,53,6/23/20,44,Good,Ozone,53-033-0023,11
WA,53,6/24/20,25,Good,PM2.5,53-033-1011,11
WA,53,6/25/20,154,Unhealthy,PM2.5,53-033-0030,11
WA,53,6/26/20,40,Good,Ozone,53-033-0023,10
WA,53,6/27/20,21,Good,Ozone,53-033-1011,10
WA,53,6/28/20,26,Good,NO2,53-033-0030,10
WA,53,6/29/20,36,Good,PM2.5,53-033-0057,10
WA,53,6/30/20,25,Good,Ozone,53-033-0080,11
WA,53,7/1/20,23,Good,Ozone,53-033-0057,11
WA,53,7/2/20,37,Good,PM2.5,53-033-1011,11
WA,53,7/3/20,33,Good,PM2.5,53-033-0017,11
WA,53,7/4/20,144,Unhealthy for Sensitive Groups,PM2.5,53-033-0080,11
WA,53,7/5/20,66,Moderate,PM2.5,53-033-0017,11
WA,53,7/6/20,35,Good,Ozone,53-033-0017,11
