State Name,State Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
DE,10,1/25/20,31,Good,Ozone,10-003-1010,6
DE,10,1/26/20,25,Good,Ozone,10-003-2004,4
DE,10,1/27/20,32,Good,NO2,10-003-2004,4
DE,10,1/28/20,49,Good,PM2.5,10-003-1012,7
DE,10,1/29/20,38,Good,Ozone,10-003-1010,5
DE,10,1/30/20,36,Good,NO2,10-003-2004,5
DE,10,1/31/20,48,Good,PM2.5,10-003-2004,7
DE,10,2/1/20,68,Moderate,PM2.5,10-003-2004,5
DE,10,2/2/20,63,Moderate,PM2.5,10-003-2004,5
DE,10,2/3/20,47,Good,PM2.5,10-003-2004,5
DE,10,2/4/20,43,Good,PM2.5,10-003-2004,4
DE,10,2/5/20,31,Good,PM2.5,10-003-2004,4
DE,10,2/6/20,29,Good,NO2,10-003-2004,6
DE,10,2/7/20,32,Good,Ozone,10-003-1010,4
DE,10,2/8/20,39,Good,Ozone,10-003-1010,5
DE,10,2/9/20,45,Good,PM2.5,10-003-1007,6
DE,10,2/10/20,33,Good,PM2.5,10-003-1008,5
DE,10,2/11/20,31,Good,Ozone,10-003-1010,4
DE,10,2/12/20,48,Good,PM2.5,10-003-1008,6
DE,10,2/13/20,34,Good,PM2.5,10-003-2004,4
DE,10,2/14/20,35,Good,Ozone,10-003-1010,4
DE,10,2/15/20,32,Good,Ozone,10-003-1010,6
DE,10,2/16/20,39,Good,PM2.5,10-003-2004,4
DE,10,2/17/20,53,Moderate,PM2.5,10-003-2004,4
DE,10,2/18/20,44,Good,PM2.5,10-003-1008,6
DE,10,2/19/20,39,Good,Ozone,10-003-1010,4
DE,10,2/20/20,36,Good,Ozone,10-003-1010,4
DE,10,2/21/20,36,Good,Ozone,10-003-1010,6
DE,10,2/22/20,42,Good,Ozone,10-003-1010,4
DE,10,2/23/20,44,Good,Ozone,10-003-1010,4
DE,10,2/24/20,54,Moderate,PM2.5,10-003-2004,6
DE,10,2/25/20,35,Good,PM2.5,10-003-1008,4
DE,10,2/26/20,34,Good,PM2.5,10-003-2004,5
DE,10,2/27/20,39,Good,Ozone,10-003-1013,7
DE,10,2/28/20,35,Good,Ozone,10-003-1013,5
DE,10,2/29/20,38,Good,Ozone,10-003-1013,5
DE,10,3/1/20,44,Good,Ozone,10-003-1013,5
DE,10,3/2/20,47,Good,PM2.5,10-003-2004,5
DE,10,3/3/20,58,Moderate,PM2.5,10-003-2004,5
DE,10,3/4/20,42,Good,Ozone,10-003-1013,5
DE,10,3/5/20,40,Good,Ozone,10-003-1010,5
DE,10,3/6/20,39,Good,PM2.5,10-003-2004,5
DE,10,3/7/20,40,Good,Ozone,10-003-1010,5
DE,10,3/8/20,40,Good,Ozone,10-003-1010,5
DE,10,3/9/20,44,Good,Ozone,10-003-1010,5
DE,10,3/10/20,45,Good,PM2.5,10-003-2004,5
DE,10,3/11/20,33,Good,Ozone,10-003-1010,5
DE,10,3/12/20,40,Good,PM2.5,10-003-2004,5
DE,10,3/13/20,43,Good,Ozone,10-003-1013,5
DE,10,3/14/20,41,Good,Ozone,10-003-1013,5
DE,10,3/15/20,39,Good,Ozone,10-003-1010,5
DE,10,3/16/20,42,Good,Ozone,10-003-1010,5
DE,10,3/17/20,38,Good,PM2.5,10-003-2004,5
DE,10,3/18/20,37,Good,Ozone,10-003-1013,5
DE,10,3/19/20,52,Moderate,PM2.5,10-003-2004,5
DE,10,3/20/20,52,Moderate,PM2.5,10-003-2004,5
DE,10,3/21/20,40,Good,Ozone,10-003-1010,5
DE,10,3/22/20,38,Good,Ozone,10-003-1010,5
DE,10,3/23/20,31,Good,Ozone,10-003-2004,5
DE,10,3/24/20,37,Good,Ozone,10-003-1010,5
DE,10,3/25/20,35,Good,Ozone,10-003-1010,5
DE,10,3/26/20,41,Good,Ozone,10-003-1010,5
DE,10,3/27/20,43,Good,Ozone,10-003-1010,5
DE,10,3/28/20,37,Good,Ozone,10-003-2004,5
DE,10,3/29/20,48,Good,PM2.5,10-003-2004,5
DE,10,3/30/20,36,Good,PM2.5,10-003-2004,5
DE,10,3/31/20,35,Good,Ozone,10-003-2004,5
DE,10,4/1/20,42,Good,Ozone,10-003-1010,5
DE,10,4/2/20,44,Good,Ozone,10-003-1013,5
DE,10,4/3/20,40,Good,Ozone,10-003-1013,5
DE,10,4/4/20,31,Good,Ozone,10-003-1010,5
DE,10,4/5/20,44,Good,PM2.5,10-003-2004,5
DE,10,4/6/20,44,Good,Ozone,10-003-1013,5
DE,10,4/7/20,45,Good,PM2.5,10-003-2004,5
DE,10,4/8/20,45,Good,Ozone,10-003-1013,5
DE,10,4/9/20,44,Good,Ozone,10-003-1013,5
DE,10,4/10/20,38,Good,Ozone,10-003-1013,5
DE,10,4/11/20,44,Good,Ozone,10-003-1010,5
DE,10,4/12/20,45,Good,PM2.5,10-003-2004,5
DE,10,4/13/20,40,Good,Ozone,10-003-2004,5
DE,10,4/14/20,43,Good,Ozone,10-003-1013,5
DE,10,4/15/20,44,Good,Ozone,10-003-1013,5
DE,10,4/16/20,42,Good,Ozone,10-003-1013,5
DE,10,4/17/20,48,Good,PM2.5,10-003-2004,5
DE,10,4/18/20,42,Good,Ozone,10-003-1010,5
DE,10,4/19/20,47,Good,Ozone,10-003-1013,5
DE,10,4/20/20,40,Good,Ozone,10-003-1010,5
DE,10,4/21/20,43,Good,Ozone,10-003-1013,5
DE,10,4/22/20,44,Good,Ozone,10-003-1013,5
DE,10,4/23/20,36,Good,Ozone,10-003-2004,5
DE,10,4/24/20,29,Good,Ozone,10-003-1010,5
DE,10,4/25/20,45,Good,Ozone,10-003-1013,5
DE,10,4/26/20,35,Good,Ozone,10-003-2004,5
DE,10,4/27/20,37,Good,Ozone,10-003-1013,5
DE,10,4/28/20,40,Good,Ozone,10-003-2004,4
DE,10,4/29/20,44,Good,Ozone,10-003-1007,5
DE,10,4/30/20,47,Good,PM2.5,10-003-2004,5
DE,10,5/1/20,37,Good,Ozone,10-003-1010,5
DE,10,5/2/20,43,Good,Ozone,10-003-1013,5
DE,10,5/3/20,46,Good,Ozone,10-003-1013,5
DE,10,5/4/20,44,Good,Ozone,10-003-1013,5
DE,10,5/5/20,43,Good,Ozone,10-003-1013,5
DE,10,5/6/20,40,Good,Ozone,10-003-1007,5
DE,10,5/7/20,46,Good,Ozone,10-003-1010,5
DE,10,5/8/20,36,Good,Ozone,10-003-1010,5
DE,10,5/9/20,33,Good,Ozone,10-003-1007,5
DE,10,5/10/20,45,Good,Ozone,10-003-1013,5
DE,10,5/11/20,35,Good,Ozone,10-003-1013,5
DE,10,5/12/20,40,Good,Ozone,10-003-1013,5
DE,10,5/13/20,54,Moderate,Ozone,10-003-1010,5
DE,10,5/14/20,45,Good,PM2.5,10-003-2004,5
DE,10,5/15/20,58,Moderate,Ozone,10-003-1013,5
DE,10,5/16/20,44,Good,Ozone,10-003-1007,5
DE,10,5/17/20,40,Good,Ozone,10-003-1007,5
DE,10,5/18/20,41,Good,Ozone,10-003-2004,5
DE,10,5/19/20,58,Moderate,PM2.5,10-003-1007,5
DE,10,5/20/20,55,Moderate,PM2.5,10-003-1008,5
DE,10,5/21/20,40,Good,PM2.5,10-003-2004,5
DE,10,5/22/20,42,Good,PM2.5,10-003-2004,5
DE,10,5/23/20,34,Good,Ozone,10-003-2004,5
DE,10,5/24/20,37,Good,Ozone,10-003-2004,5
DE,10,5/25/20,36,Good,Ozone,10-003-1013,5
DE,10,5/26/20,29,Good,Ozone,10-003-1010,4
DE,10,5/27/20,28,Good,Ozone,10-003-1013,4
DE,10,5/28/20,29,Good,PM2.5,10-003-1008,4
DE,10,5/29/20,28,Good,Ozone,10-003-1007,4
DE,10,5/30/20,46,Good,Ozone,10-003-1013,4
DE,10,5/31/20,36,Good,Ozone,10-003-1010,4
DE,10,6/1/20,43,Good,Ozone,10-003-1013,4
DE,10,6/2/20,44,Good,Ozone,10-003-1013,5
DE,10,6/3/20,77,Moderate,Ozone,10-003-1007,5
DE,10,6/4/20,77,Moderate,Ozone,10-003-2004,5
DE,10,6/5/20,38,Good,Ozone,10-003-2004,5
DE,10,6/6/20,50,Good,Ozone,10-003-2004,5
DE,10,6/7/20,38,Good,Ozone,10-003-1013,5
DE,10,6/8/20,42,Good,Ozone,10-003-1013,5
DE,10,6/9/20,71,Moderate,Ozone,10-003-2004,5
DE,10,6/10/20,48,Good,PM2.5,10-003-2004,5
DE,10,6/11/20,32,Good,Ozone,10-003-2004,5
DE,10,6/12/20,64,Moderate,Ozone,10-003-2004,5
DE,10,6/13/20,44,Good,Ozone,10-003-1007,5
DE,10,6/14/20,44,Good,Ozone,10-003-1007,5
DE,10,6/15/20,46,Good,Ozone,10-003-2004,5
DE,10,6/16/20,41,Good,Ozone,10-003-2004,5
DE,10,6/17/20,25,Good,Ozone,10-003-2004,5
DE,10,6/18/20,31,Good,Ozone,10-003-1007,5
DE,10,6/19/20,37,Good,Ozone,10-003-2004,5
DE,10,6/20/20,37,Good,Ozone,10-003-2004,5
DE,10,6/21/20,38,Good,Ozone,10-003-2004,5
DE,10,6/22/20,42,Good,Ozone,10-003-2004,5
DE,10,6/23/20,54,Moderate,Ozone,10-003-2004,5
DE,10,6/24/20,48,Good,Ozone,10-003-1013,5
DE,10,6/25/20,64,Moderate,Ozone,10-003-2004,5
DE,10,6/26/20,67,Moderate,Ozone,10-003-1013,5
DE,10,6/27/20,46,Good,Ozone,10-003-1013,5
DE,10,6/28/20,47,Good,Ozone,10-003-2004,5
DE,10,6/29/20,42,Good,Ozone,10-003-2004,5
DE,10,6/30/20,47,Good,Ozone,10-003-1007,5
DE,10,7/1/20,2,Good,CO,10-003-2004,1
DC,11,1/1/20,35,Good,NO2,11-001-0043,4
DC,11,1/2/20,49,Good,NO2,11-001-0043,4
DC,11,1/3/20,30,Good,PM2.5,11-001-0051,5
DC,11,1/4/20,32,Good,PM2.5,11-001-0043,5
DC,11,1/5/20,32,Good,NO2,11-001-0043,5
DC,11,1/6/20,32,Good,Ozone,11-001-0050,5
DC,11,1/7/20,45,Good,NO2,11-001-0043,5
DC,11,1/8/20,33,Good,Ozone,11-001-0050,5
DC,11,1/9/20,30,Good,NO2,11-001-0041,5
DC,11,1/10/20,34,Good,NO2,11-001-0050,5
DC,11,1/11/20,31,Good,Ozone,11-001-0051,5
DC,11,1/12/20,34,Good,Ozone,11-001-0043,5
DC,11,1/13/20,34,Good,PM2.5,11-001-0043,5
DC,11,1/14/20,43,Good,PM2.5,11-001-0051,5
DC,11,1/15/20,41,Good,PM2.5,11-001-0051,5
DC,11,1/16/20,33,Good,Ozone,11-001-0050,5
DC,11,1/17/20,33,Good,NO2,11-001-0050,5
DC,11,1/18/20,29,Good,NO2,11-001-0051,5
DC,11,1/19/20,31,Good,Ozone,11-001-0050,5
DC,11,1/20/20,38,Good,Ozone,11-001-0050,5
DC,11,1/21/20,38,Good,Ozone,11-001-0050,5
DC,11,1/22/20,42,Good,NO2,11-001-0053,5
DC,11,1/23/20,63,Moderate,PM2.5,11-001-0051,5
DC,11,1/24/20,50,Good,PM2.5,11-001-0053,5
DC,11,1/25/20,32,Good,Ozone,11-001-0050,5
DC,11,1/26/20,29,Good,NO2,11-001-0043,5
DC,11,1/27/20,31,Good,Ozone,11-001-0050,5
DC,11,1/28/20,31,Good,Ozone,11-001-0043,5
DC,11,1/29/20,34,Good,NO2,11-001-0051,5
DC,11,1/30/20,37,Good,NO2,11-001-0051,5
DC,11,1/31/20,51,Moderate,NO2,11-001-0051,5
DC,11,2/1/20,62,Moderate,PM2.5,11-001-0053,5
DC,11,2/2/20,36,Good,NO2,11-001-0053,5
DC,11,2/3/20,49,Good,NO2,11-001-0041,5
DC,11,2/4/20,38,Good,NO2,11-001-0043,5
DC,11,2/5/20,32,Good,PM2.5,11-001-0041,5
DC,11,2/6/20,25,Good,NO2,11-001-0050,5
DC,11,2/7/20,31,Good,Ozone,11-001-0050,5
DC,11,2/8/20,38,Good,NO2,11-001-0050,5
DC,11,2/9/20,37,Good,NO2,11-001-0050,5
DC,11,2/10/20,28,Good,Ozone,11-001-0043,5
DC,11,2/11/20,31,Good,Ozone,11-001-0053,5
DC,11,2/12/20,34,Good,PM2.5,11-001-0053,5
DC,11,2/13/20,31,Good,Ozone,11-001-0043,5
DC,11,2/14/20,32,Good,Ozone,11-001-0043,5
DC,11,2/15/20,32,Good,Ozone,11-001-0043,5
DC,11,2/16/20,36,Good,NO2,11-001-0050,5
DC,11,2/17/20,49,Good,PM2.5,11-001-0051,5
DC,11,2/18/20,45,Good,PM2.5,11-001-0051,5
DC,11,2/19/20,35,Good,Ozone,11-001-0043,5
DC,11,2/20/20,36,Good,NO2,11-001-0041,5
DC,11,2/21/20,42,Good,NO2,11-001-0050,5
DC,11,2/22/20,42,Good,NO2,11-001-0050,5
DC,11,2/23/20,51,Moderate,PM2.5,11-001-0041,5
DC,11,2/24/20,53,Moderate,NO2,11-001-0041,5
DC,11,2/25/20,37,Good,PM2.5,11-001-0051,5
DC,11,2/26/20,35,Good,PM2.5,11-001-0043,5
DC,11,2/27/20,36,Good,Ozone,11-001-0043,5
DC,11,2/28/20,35,Good,Ozone,11-001-0043,5
DC,11,2/29/20,38,Good,Ozone,11-001-0043,5
DC,11,3/1/20,40,Good,NO2,11-001-0050,5
DC,11,3/2/20,45,Good,Ozone,11-001-0050,5
DC,11,3/3/20,38,Good,Ozone,11-001-0043,5
DC,11,3/4/20,40,Good,Ozone,11-001-0050,5
DC,11,3/5/20,34,Good,NO2,11-001-0051,5
DC,11,3/6/20,38,Good,NO2,11-001-0041,5
DC,11,3/7/20,39,Good,Ozone,11-001-0043,5
DC,11,3/8/20,42,Good,Ozone,11-001-0050,5
DC,11,3/9/20,41,Good,Ozone,11-001-0043,5
DC,11,3/10/20,36,Good,Ozone,11-001-0050,5
DC,11,3/11/20,33,Good,NO2,11-001-0050,5
DC,11,3/12/20,34,Good,Ozone,11-001-0050,5
DC,11,3/13/20,43,Good,Ozone,11-001-0043,5
DC,11,3/14/20,41,Good,Ozone,11-001-0043,5
DC,11,3/15/20,35,Good,Ozone,11-001-0043,5
DC,11,3/16/20,42,Good,Ozone,11-001-0050,5
DC,11,3/17/20,33,Good,Ozone,11-001-0050,5
DC,11,3/18/20,36,Good,Ozone,11-001-0043,5
DC,11,3/19/20,49,Good,PM2.5,11-001-0051,5
DC,11,3/20/20,44,Good,PM2.5,11-001-0053,5
DC,11,3/21/20,35,Good,Ozone,11-001-0043,5
DC,11,3/22/20,40,Good,Ozone,11-001-0043,5
DC,11,3/23/20,33,Good,Ozone,11-001-0043,5
DC,11,3/24/20,34,Good,Ozone,11-001-0043,5
DC,11,3/25/20,31,Good,Ozone,11-001-0043,5
DC,11,3/26/20,37,Good,Ozone,11-001-0043,5
DC,11,3/27/20,44,Good,Ozone,11-001-0043,5
DC,11,3/28/20,38,Good,Ozone,11-001-0043,5
DC,11,3/29/20,35,Good,PM2.5,11-001-0053,5
DC,11,3/30/20,44,Good,Ozone,11-001-0043,5
DC,11,3/31/20,34,Good,Ozone,11-001-0043,5
DC,11,4/1/20,35,Good,Ozone,11-001-0043,5
DC,11,4/2/20,44,Good,Ozone,11-001-0043,5
DC,11,4/3/20,44,Good,Ozone,11-001-0043,5
DC,11,4/4/20,31,Good,Ozone,11-001-0043,5
DC,11,4/5/20,42,Good,Ozone,11-001-0043,5
DC,11,4/6/20,47,Good,Ozone,11-001-0043,5
DC,11,4/7/20,45,Good,PM2.5,11-001-0051,5
DC,11,4/8/20,47,Good,Ozone,11-001-0043,5
DC,11,4/9/20,46,Good,Ozone,11-001-0043,5
DC,11,4/10/20,41,Good,Ozone,11-001-0043,5
DC,11,4/11/20,45,Good,Ozone,11-001-0043,5
DC,11,4/12/20,44,Good,Ozone,11-001-0043,5
DC,11,4/13/20,42,Good,Ozone,11-001-0043,5
DC,11,4/14/20,43,Good,Ozone,11-001-0043,5
DC,11,4/15/20,44,Good,Ozone,11-001-0043,5
DC,11,4/16/20,45,Good,Ozone,11-001-0043,5
DC,11,4/17/20,44,Good,Ozone,11-001-0043,5
DC,11,4/18/20,44,Good,Ozone,11-001-0043,5
DC,11,4/19/20,44,Good,Ozone,11-001-0043,5
DC,11,4/20/20,42,Good,Ozone,11-001-0043,5
DC,11,4/21/20,44,Good,Ozone,11-001-0043,5
DC,11,4/22/20,45,Good,Ozone,11-001-0043,5
DC,11,4/23/20,35,Good,NO2,11-001-0043,5
DC,11,4/24/20,32,Good,Ozone,11-001-0043,5
DC,11,4/25/20,42,Good,Ozone,11-001-0050,5
DC,11,4/26/20,34,Good,Ozone,11-001-0043,5
DC,11,4/27/20,37,Good,Ozone,11-001-0043,5
DC,11,4/28/20,31,Good,Ozone,11-001-0050,5
DC,11,4/29/20,47,Good,Ozone,11-001-0043,5
DC,11,4/30/20,41,Good,Ozone,11-001-0043,5
DC,11,5/1/20,36,Good,Ozone,11-001-0043,5
DC,11,5/2/20,45,Good,Ozone,11-001-0043,5
DC,11,5/3/20,41,Good,Ozone,11-001-0043,5
DC,11,5/4/20,43,Good,Ozone,11-001-0043,5
DC,11,5/5/20,34,Good,Ozone,11-001-0050,5
DC,11,5/6/20,34,Good,Ozone,11-001-0043,5
DC,11,5/7/20,48,Good,Ozone,11-001-0043,5
DC,11,5/8/20,44,Good,Ozone,11-001-0043,5
DC,11,5/9/20,36,Good,Ozone,11-001-0043,5
DC,11,5/10/20,44,Good,Ozone,11-001-0043,5
DC,11,5/11/20,34,Good,Ozone,11-001-0043,5
DC,11,5/12/20,43,Good,Ozone,11-001-0043,5
DC,11,5/13/20,51,Moderate,Ozone,11-001-0043,5
DC,11,5/14/20,49,Good,PM2.5,11-001-0051,5
DC,11,5/15/20,48,Good,Ozone,11-001-0050,5
DC,11,5/16/20,48,Good,Ozone,11-001-0043,5
DC,11,5/17/20,37,Good,Ozone,11-001-0050,5
DC,11,5/18/20,38,Good,Ozone,11-001-0043,5
DC,11,5/19/20,42,Good,Ozone,11-001-0043,5
DC,11,5/20/20,36,Good,Ozone,11-001-0050,5
DC,11,5/21/20,38,Good,PM2.5,11-001-0051,5
DC,11,5/22/20,41,Good,PM2.5,11-001-0051,5
DC,11,5/23/20,42,Good,Ozone,11-001-0043,5
DC,11,5/24/20,30,Good,PM2.5,11-001-0051,5
DC,11,5/25/20,39,Good,Ozone,11-001-0050,5
DC,11,5/26/20,36,Good,PM2.5,11-001-0051,5
DC,11,5/27/20,30,Good,Ozone,11-001-0050,5
DC,11,5/28/20,27,Good,PM2.5,11-001-0051,5
DC,11,5/29/20,45,Good,PM2.5,11-001-0051,4
DC,11,5/30/20,48,Good,Ozone,11-001-0043,4
DC,11,5/31/20,40,Good,Ozone,11-001-0043,4
DC,11,6/1/20,44,Good,Ozone,11-001-0043,5
DC,11,6/2/20,44,Good,Ozone,11-001-0050,5
DC,11,6/3/20,91,Moderate,PM2.5,11-001-0051,5
DC,11,6/4/20,74,Moderate,Ozone,11-001-0050,5
DC,11,6/5/20,40,Good,Ozone,11-001-0050,5
DC,11,6/6/20,54,Moderate,Ozone,11-001-0043,5
DC,11,6/7/20,44,Good,Ozone,11-001-0043,5
DC,11,6/8/20,50,Good,Ozone,11-001-0043,5
DC,11,6/9/20,67,Moderate,Ozone,11-001-0050,5
DC,11,6/10/20,53,Moderate,PM2.5,11-001-0051,5
DC,11,6/11/20,42,Good,Ozone,11-001-0043,4
DC,11,6/12/20,61,Moderate,Ozone,11-001-0043,4
DC,11,6/13/20,44,Good,Ozone,11-001-0050,5
DC,11,6/14/20,46,Good,Ozone,11-001-0050,5
DC,11,6/15/20,44,Good,Ozone,11-001-0050,5
DC,11,6/16/20,44,Good,Ozone,11-001-0050,5
DC,11,6/17/20,25,Good,PM2.5,11-001-0051,5
DC,11,6/18/20,35,Good,Ozone,11-001-0043,5
DC,11,6/19/20,40,Good,PM2.5,11-001-0053,5
DC,11,6/20/20,33,Good,PM2.5,11-001-0051,5
DC,11,6/21/20,38,Good,Ozone,11-001-0043,5
DC,11,6/22/20,44,Good,Ozone,11-001-0050,5
DC,11,6/23/20,45,Good,Ozone,11-001-0051,5
DC,11,6/24/20,51,Moderate,Ozone,11-001-0043,5
DC,11,6/25/20,50,Good,Ozone,11-001-0050,5
DC,11,6/26/20,64,Moderate,Ozone,11-001-0043,5
DC,11,6/27/20,53,Moderate,PM2.5,11-001-0053,5
DC,11,6/28/20,43,Good,PM2.5,11-001-0051,5
DC,11,6/29/20,43,Good,PM2.5,11-001-0051,5
DC,11,6/30/20,46,Good,Ozone,11-001-0043,5
DC,11,7/1/20,41,Good,PM2.5,11-001-0051,4
DC,11,7/2/20,46,Good,PM2.5,11-001-0051,4
DC,11,7/3/20,55,Moderate,PM2.5,11-001-0041,4
DC,11,7/4/20,166,Unhealthy,PM2.5,11-001-0051,4
DC,11,7/5/20,66,Moderate,PM2.5,11-001-0051,3
DC,11,7/6/20,55,Moderate,PM2.5,11-001-0051,3
DC,11,7/7/20,53,Moderate,PM2.5,11-001-0051,4
DC,11,7/8/20,52,Moderate,PM2.5,11-001-0051,4
DC,11,7/9/20,36,Good,PM2.5,11-001-0051,4
DC,11,7/10/20,22,Good,PM2.5,11-001-0053,4
DC,11,7/11/20,26,Good,PM2.5,11-001-0051,4
DC,11,7/12/20,29,Good,PM2.5,11-001-0051,4
DC,11,7/13/20,36,Good,PM2.5,11-001-0051,4
DC,11,7/14/20,28,Good,PM2.5,11-001-0051,4
DC,11,7/15/20,43,Good,PM2.5,11-001-0051,4
DC,11,7/16/20,41,Good,PM2.5,11-001-0051,4
DC,11,7/17/20,49,Good,PM2.5,11-001-0051,4
DC,11,7/18/20,46,Good,PM2.5,11-001-0051,4
DC,11,7/19/20,54,Moderate,PM2.5,11-001-0053,4
DC,11,7/20/20,46,Good,PM2.5,11-001-0051,4
DC,11,7/21/20,40,Good,PM2.5,11-001-0051,4
DC,11,7/22/20,46,Good,PM2.5,11-001-0051,4
DC,11,7/23/20,33,Good,PM2.5,11-001-0051,4
DC,11,7/24/20,30,Good,PM2.5,11-001-0051,4
DC,11,7/25/20,38,Good,PM2.5,11-001-0051,4
DC,11,7/26/20,50,Good,PM2.5,11-001-0051,4
DC,11,7/27/20,54,Moderate,PM2.5,11-001-0053,4
DC,11,7/28/20,33,Good,PM2.5,11-001-0051,4
DC,11,7/29/20,31,Good,PM2.5,11-001-0041,4
DC,11,7/30/20,40,Good,PM2.5,11-001-0053,4
DC,11,7/31/20,29,Good,PM2.5,11-001-0051,4
DC,11,8/1/20,38,Good,PM2.5,11-001-0051,3
DC,11,8/2/20,48,Good,PM2.5,11-001-0051,3
DC,11,8/3/20,24,Good,PM2.5,11-001-0051,3
DC,11,8/4/20,21,Good,PM2.5,11-001-0051,3
DC,11,8/5/20,38,Good,PM2.5,11-001-0051,3
DC,11,8/6/20,40,Good,PM2.5,11-001-0051,3
DC,11,8/7/20,25,Good,PM2.5,11-001-0051,3
DC,11,8/8/20,27,Good,PM2.5,11-001-0051,3
DC,11,8/9/20,38,Good,PM2.5,11-001-0051,3
DC,11,8/10/20,53,Moderate,PM2.5,11-001-0051,3
DC,11,8/11/20,56,Moderate,PM2.5,11-001-0051,3
DC,11,8/12/20,43,Good,PM2.5,11-001-0051,3
DC,11,8/13/20,33,Good,PM2.5,11-001-0051,3
DC,11,8/14/20,40,Good,PM2.5,11-001-0051,3
DC,11,8/15/20,52,Moderate,PM2.5,11-001-0051,3
DC,11,8/16/20,27,Good,PM2.5,11-001-0041,3
DC,11,8/17/20,38,Good,PM2.5,11-001-0051,3
DC,11,8/18/20,36,Good,PM2.5,11-001-0051,3
DC,11,8/19/20,33,Good,PM2.5,11-001-0051,3
DC,11,8/20/20,37,Good,PM2.5,11-001-0051,3
DC,11,8/21/20,41,Good,PM2.5,11-001-0051,3
DC,11,8/22/20,33,Good,PM2.5,11-001-0051,3
DC,11,8/23/20,25,Good,PM2.5,11-001-0051,3
DC,11,8/24/20,38,Good,PM2.5,11-001-0051,3
DC,11,8/25/20,49,Good,PM2.5,11-001-0051,3
DC,11,8/26/20,31,Good,PM2.5,11-001-0051,3
DC,11,8/27/20,37,Good,PM2.5,11-001-0051,3
DC,11,8/28/20,46,Good,PM2.5,11-001-0051,3
DC,11,8/29/20,27,Good,PM2.5,11-001-0051,3
DC,11,8/30/20,22,Good,PM2.5,11-001-0051,3
DC,11,8/31/20,32,Good,PM2.5,11-001-0051,3
DC,11,9/1/20,30,Good,PM2.5,11-001-0051,3
DC,11,9/2/20,39,Good,PM2.5,11-001-0051,3
DC,11,9/3/20,43,Good,PM2.5,11-001-0051,3
DC,11,9/4/20,43,Good,PM2.5,11-001-0051,3
DC,11,9/5/20,24,Good,PM2.5,11-001-0051,3
DC,11,9/6/20,33,Good,PM2.5,11-001-0051,3
DC,11,9/7/20,27,Good,PM2.5,11-001-0051,3
DC,11,9/8/20,33,Good,PM2.5,11-001-0051,3
DC,11,9/9/20,33,Good,PM2.5,11-001-0051,3
DC,11,9/10/20,17,Good,PM2.5,11-001-0051,3
DC,11,9/11/20,35,Good,PM2.5,11-001-0051,3
DC,11,9/12/20,25,Good,PM2.5,11-001-0051,3
DC,11,9/13/20,29,Good,PM2.5,11-001-0051,3
DC,11,9/14/20,21,Good,PM2.5,11-001-0051,3
DC,11,9/15/20,21,Good,PM2.5,11-001-0051,3
DC,11,9/16/20,32,Good,PM2.5,11-001-0051,3
DC,11,9/17/20,43,Good,PM2.5,11-001-0051,3
DC,11,9/18/20,39,Good,PM2.5,11-001-0051,3
DC,11,9/19/20,28,Good,PM2.5,11-001-0051,3
DC,11,9/20/20,34,Good,PM2.5,11-001-0041,3
DC,11,9/21/20,30,Good,PM2.5,11-001-0051,3
DC,11,9/22/20,36,Good,PM2.5,11-001-0051,3
DC,11,9/23/20,34,Good,PM2.5,11-001-0051,3
DC,11,9/24/20,49,Good,PM2.5,11-001-0051,3
DC,11,9/25/20,46,Good,PM2.5,11-001-0051,3
DC,11,9/26/20,22,Good,PM2.5,11-001-0051,3
DC,11,9/27/20,21,Good,PM2.5,11-001-0051,3
DC,11,9/28/20,35,Good,PM2.5,11-001-0051,3
DC,11,9/29/20,25,Good,PM2.5,11-001-0051,3
DC,11,9/30/20,15,Good,PM2.5,11-001-0041,2
FL,12,1/1/20,81,Moderate,PM2.5,12-086-6001,10
FL,12,1/2/20,48,Good,PM2.5,12-086-6001,8
FL,12,1/3/20,28,Good,PM2.5,12-086-1016,8
FL,12,1/4/20,32,Good,Ozone,12-086-0029,10
FL,12,1/5/20,39,Good,Ozone,12-086-0029,8
FL,12,1/6/20,40,Good,Ozone,12-086-0027,8
FL,12,1/7/20,42,Good,Ozone,12-086-0027,9
FL,12,1/8/20,44,Good,Ozone,12-086-0029,7
FL,12,1/9/20,44,Good,Ozone,12-086-0029,7
FL,12,1/10/20,52,Moderate,PM2.5,12-086-1016,9
FL,12,1/11/20,53,Moderate,PM2.5,12-086-1016,7
FL,12,1/12/20,54,Moderate,PM2.5,12-086-1016,7
FL,12,1/13/20,48,Good,PM2.5,12-086-1016,9
FL,12,1/14/20,46,Good,PM2.5,12-086-1016,7
FL,12,1/15/20,38,Good,Ozone,12-086-0027,7
FL,12,1/16/20,39,Good,Ozone,12-086-0029,9
FL,12,1/17/20,41,Good,Ozone,12-086-0027,7
FL,12,1/18/20,44,Good,PM2.5,12-086-1016,7
FL,12,1/19/20,40,Good,Ozone,12-086-0027,9
FL,12,1/20/20,38,Good,Ozone,12-086-0027,7
FL,12,1/21/20,47,Good,PM2.5,12-086-1016,7
FL,12,1/22/20,53,Moderate,PM2.5,12-086-1016,9
FL,12,1/23/20,38,Good,PM2.5,12-086-6001,6
FL,12,1/24/20,38,Good,Ozone,12-086-0027,7
