State Name,Date,concat,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,COVID,,,state,date,concat,positive
SC,1/5/20,SC.43952,31,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/6/20,SC.43983,35,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/7/20,SC.44013,45,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/8/20,SC.44044,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/9/20,SC.44075,35,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/10/20,SC.44105,36,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/11/20,SC.44136,30,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/12/20,SC.44166,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/13/20,SC.1/13/20,26,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/14/20,SC.1/14/20,20,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/15/20,SC.1/15/20,27,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/16/20,SC.1/16/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/17/20,SC.1/17/20,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/18/20,SC.1/18/20,29,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/19/20,SC.1/19/20,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/20/20,SC.1/20/20,24,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,1/21/20,SC.1/21/20,35,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/22/20,SC.1/22/20,48,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/23/20,SC.1/23/20,45,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/24/20,SC.1/24/20,26,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/25/20,SC.1/25/20,27,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/26/20,SC.1/26/20,51,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/27/20,SC.1/27/20,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/28/20,SC.1/28/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,1/29/20,SC.1/29/20,33,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,1/30/20,SC.1/30/20,46,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,1/31/20,SC.1/31/20,51,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/1/20,SC.43832,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/2/20,SC.43863,38,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/3/20,SC.43892,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/4/20,SC.43923,39,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/5/20,SC.43953,33,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/6/20,SC.43984,29,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/7/20,SC.44014,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/8/20,SC.44045,29,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/9/20,SC.44076,33,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/10/20,SC.44106,36,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/11/20,SC.44137,25,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/12/20,SC.44167,16,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/13/20,SC.2/13/20,31,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/14/20,SC.2/14/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/15/20,SC.2/15/20,35,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/16/20,SC.2/16/20,63,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/17/20,SC.2/17/20,47,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/18/20,SC.2/18/20,47,Good,PM2.5,45-045-0016,2,not in list,,,,,,
SC,2/19/20,SC.2/19/20,32,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/20/20,SC.2/20/20,28,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/21/20,SC.2/21/20,39,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/22/20,SC.2/22/20,53,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/23/20,SC.2/23/20,48,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/24/20,SC.2/24/20,39,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,2/25/20,SC.2/25/20,32,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/26/20,SC.2/26/20,32,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/27/20,SC.2/27/20,39,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/28/20,SC.2/28/20,38,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,2/29/20,SC.2/29/20,43,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/1/20,SC.43833,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/2/20,SC.43864,55,Moderate,PM2.5,45-045-0015,2,11,,,,,,
SC,3/3/20,SC.43893,34,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/4/20,SC.43924,33,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/5/20,SC.43954,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/6/20,SC.43985,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/7/20,SC.44015,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/8/20,SC.44046,52,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/9/20,SC.44077,42,Good,PM2.5,45-045-0015,2,98,,,,,,
SC,3/10/20,SC.44107,38,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/11/20,SC.44138,38,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/12/20,SC.44168,41,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/13/20,SC.3/13/20,48,Good,PM2.5,45-045-0016,2,not in list,,,,,,
SC,3/14/20,SC.3/14/20,39,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/15/20,SC.3/15/20,47,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/16/20,SC.3/16/20,48,Good,PM2.5,45-045-0015,2,879,,,,,,
SC,3/17/20,SC.3/17/20,55,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/18/20,SC.3/18/20,58,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/19/20,SC.3/19/20,53,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/20/20,SC.3/20/20,54,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/21/20,SC.3/21/20,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/22/20,SC.3/22/20,30,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/23/20,SC.3/23/20,26,Good,Ozone,45-045-0016,2,3872,,,,,,
SC,3/24/20,SC.3/24/20,13,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/25/20,SC.3/25/20,41,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/26/20,SC.3/26/20,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/27/20,SC.3/27/20,71,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,3/28/20,SC.3/28/20,61,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/29/20,SC.3/29/20,52,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,3/30/20,SC.3/30/20,48,Good,Ozone,45-045-0016,2,11499,,,,,,
SC,3/31/20,SC.3/31/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/1/20,SC.43834,39,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/2/20,SC.43865,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/3/20,SC.43894,54,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/4/20,SC.43925,54,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/5/20,SC.43955,54,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,4/6/20,SC.43986,58,Moderate,Ozone,45-045-0016,2,20671,,,,,,
SC,4/7/20,SC.44016,59,Moderate,PM2.5,45-045-0016,2,not in list,,,,,,
SC,4/8/20,SC.44047,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/9/20,SC.44078,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/10/20,SC.44108,45,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/11/20,SC.44139,45,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/12/20,SC.44169,50,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,4/13/20,SC.4/13/20,43,Good,Ozone,45-045-0016,2,27796,,,,,,
SC,4/14/20,SC.4/14/20,47,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/15/20,SC.4/15/20,45,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/16/20,SC.4/16/20,58,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/17/20,SC.4/17/20,46,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/18/20,SC.4/18/20,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/19/20,SC.4/19/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/20/20,SC.4/20/20,45,Good,Ozone,45-045-0016,2,35267,,,,,,
SC,4/21/20,SC.4/21/20,46,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/22/20,SC.4/22/20,48,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/23/20,SC.4/23/20,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/24/20,SC.4/24/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/25/20,SC.4/25/20,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/26/20,SC.4/26/20,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/27/20,SC.4/27/20,49,Good,Ozone,45-045-0016,2,43588,,,,,,
SC,4/28/20,SC.4/28/20,49,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/29/20,SC.4/29/20,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,4/30/20,SC.4/30/20,41,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/1/20,SC.43835,51,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/2/20,SC.43866,47,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/3/20,SC.43895,71,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/4/20,SC.43926,61,Moderate,Ozone,45-045-0016,2,50608,,,,,,
SC,5/5/20,SC.43956,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/6/20,SC.43987,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/7/20,SC.44017,51,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/8/20,SC.44048,38,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/9/20,SC.44079,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/10/20,SC.44109,46,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/11/20,SC.44140,45,Good,Ozone,45-045-0016,2,58615,,,,,,
SC,5/12/20,SC.44170,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/13/20,SC.5/13/20,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/14/20,SC.5/14/20,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/15/20,SC.5/15/20,41,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/16/20,SC.5/16/20,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/17/20,SC.5/17/20,34,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,5/18/20,SC.5/18/20,31,Good,Ozone,45-045-0016,2,67094,,,,,,
SC,5/19/20,SC.5/19/20,28,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/20/20,SC.5/20/20,3,Good,NO2,45-045-0015,1,not in list,,,,,,
SC,5/21/20,SC.5/21/20,11,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,5/22/20,SC.5/22/20,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/23/20,SC.5/23/20,35,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/24/20,SC.5/24/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/25/20,SC.5/25/20,34,Good,Ozone,45-045-0016,2,78361,,,,,,
SC,5/26/20,SC.5/26/20,33,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,5/27/20,SC.5/27/20,28,Good,PM2.5,45-045-0016,2,not in list,,,,,,
SC,5/28/20,SC.5/28/20,26,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/29/20,SC.5/29/20,40,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/30/20,SC.5/30/20,44,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,5/31/20,SC.5/31/20,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/1/20,SC.43836,46,Good,Ozone,45-045-0016,2,94526,,,,,,
SC,6/2/20,SC.43867,46,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/3/20,SC.43896,51,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,6/4/20,SC.43927,48,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,6/5/20,SC.43957,40,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/6/20,SC.43988,46,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/7/20,SC.44018,44,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,6/8/20,SC.44049,35,Good,PM2.5,45-045-0015,2,120726,,,,,,
SC,6/9/20,SC.44080,33,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,6/10/20,SC.44110,28,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,6/11/20,SC.44141,47,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/12/20,SC.44171,54,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/13/20,SC.6/13/20,54,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/14/20,SC.6/14/20,47,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/15/20,SC.6/15/20,42,Good,Ozone,45-045-0016,2,158905,,,,,,
SC,6/16/20,SC.6/16/20,35,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/17/20,SC.6/17/20,31,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/18/20,SC.6/18/20,35,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/19/20,SC.6/19/20,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/20/20,SC.6/20/20,50,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/21/20,SC.6/21/20,51,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/22/20,SC.6/22/20,44,Good,Ozone,45-045-0016,2,213770,,,,,,
SC,6/23/20,SC.6/23/20,29,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/24/20,SC.6/24/20,41,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/25/20,SC.6/25/20,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,6/26/20,SC.6/26/20,55,Moderate,PM2.5,45-045-0016,2,not in list,,,,,,
SC,6/27/20,SC.6/27/20,85,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,6/28/20,SC.6/28/20,45,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,6/29/20,SC.6/29/20,33,Good,Ozone,45-045-0016,2,290164,,,,,,
SC,6/30/20,SC.6/30/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/1/20,SC.43837,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/2/20,SC.43868,50,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/3/20,SC.43897,53,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/4/20,SC.43928,116,Unhealthy for Sensitive Groups,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/5/20,SC.43958,95,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/6/20,SC.43989,30,Good,Ozone,45-045-0016,2,368886,,,,,,
SC,7/7/20,SC.44019,26,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/8/20,SC.44050,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/9/20,SC.44081,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/10/20,SC.44111,39,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/11/20,SC.44142,51,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/12/20,SC.44172,46,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/13/20,SC.7/13/20,74,Moderate,Ozone,45-045-0016,2,461820,,,,,,
SC,7/14/20,SC.7/14/20,64,Moderate,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/15/20,SC.7/15/20,48,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/16/20,SC.7/16/20,54,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/17/20,SC.7/17/20,56,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/18/20,SC.7/18/20,62,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/19/20,SC.7/19/20,74,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/20/20,SC.7/20/20,52,Moderate,PM2.5,45-045-0016,2,547216,,,,,,
SC,7/21/20,SC.7/21/20,43,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/22/20,SC.7/22/20,35,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/23/20,SC.7/23/20,32,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,7/24/20,SC.7/24/20,32,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/25/20,SC.7/25/20,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/26/20,SC.7/26/20,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/27/20,SC.7/27/20,44,Good,Ozone,45-045-0016,2,621881,,,,,,
SC,7/28/20,SC.7/28/20,41,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/29/20,SC.7/29/20,31,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/30/20,SC.7/30/20,30,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,7/31/20,SC.7/31/20,44,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,8/1/20,SC.43838,51,Moderate,PM2.5,45-045-0016,2,not in list,,,,,,
SC,8/2/20,SC.43869,40,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,8/3/20,SC.43898,30,Good,PM2.5,45-045-0015,2,685732,,,,,,
SC,8/4/20,SC.43929,39,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/5/20,SC.43959,38,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/6/20,SC.43990,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/7/20,SC.44020,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/8/20,SC.44051,45,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/9/20,SC.44082,46,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/10/20,SC.44112,44,Good,Ozone,45-045-0016,2,733186,,,,,,
SC,8/11/20,SC.44143,30,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,8/12/20,SC.44173,31,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,8/13/20,SC.8/13/20,60,Moderate,PM2.5,45-045-0016,2,not in list,,,,,,
SC,8/14/20,SC.8/14/20,16,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,8/15/20,SC.8/15/20,20,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,8/16/20,SC.8/16/20,12,Good,PM2.5,45-045-0016,2,not in list,,,,,,
SC,8/17/20,SC.8/17/20,20,Good,PM2.5,45-045-0015,1,771615,,,,,,
SC,8/18/20,SC.8/18/20,34,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,8/19/20,SC.8/19/20,32,Good,PM2.5,45-045-0016,2,not in list,,,,,,
SC,8/20/20,SC.8/20/20,26,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,8/21/20,SC.8/21/20,8,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,8/22/20,SC.8/22/20,25,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,8/23/20,SC.8/23/20,29,Good,PM2.5,45-045-0015,1,not in list,,,,,,
SC,8/24/20,SC.8/24/20,31,Good,PM2.5,45-045-0015,1,812695,,,,,,
SC,8/25/20,SC.8/25/20,16,Good,PM2.5,45-045-0016,2,not in list,,,,,,
SC,8/26/20,SC.8/26/20,36,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/27/20,SC.8/27/20,46,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,8/28/20,SC.8/28/20,31,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,8/29/20,SC.8/29/20,22,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/30/20,SC.8/30/20,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,8/31/20,SC.8/31/20,38,Good,Ozone,45-045-0016,2,860218,,,,,,
SC,9/1/20,SC.43839,44,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,9/2/20,SC.43870,55,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,9/3/20,SC.43899,71,Moderate,PM2.5,45-045-0016,2,not in list,,,,,,
SC,9/4/20,SC.43930,51,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,9/5/20,SC.43960,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/6/20,SC.43991,41,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/7/20,SC.44021,39,Good,Ozone,45-045-0016,2,902281,,,,,,
SC,9/8/20,SC.44052,47,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/9/20,SC.44083,27,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/10/20,SC.44113,23,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/11/20,SC.44144,35,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/12/20,SC.44174,24,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,9/13/20,SC.9/13/20,28,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,9/14/20,SC.9/14/20,30,Good,Ozone,45-045-0016,2,952428,,,,,,
SC,9/15/20,SC.9/15/20,37,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/16/20,SC.9/16/20,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/17/20,SC.9/17/20,23,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/18/20,SC.9/18/20,54,Moderate,PM2.5,45-045-0016,2,not in list,,,,,,
SC,9/19/20,SC.9/19/20,39,Good,PM2.5,45-045-0015,2,not in list,,,,,,
SC,9/20/20,SC.9/20/20,34,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/21/20,SC.9/21/20,39,Good,Ozone,45-045-0016,2,1006699,,,,,,
SC,9/22/20,SC.9/22/20,38,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/23/20,SC.9/23/20,42,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/24/20,SC.9/24/20,52,Moderate,PM2.5,45-045-0015,2,not in list,,,,,,
SC,9/25/20,SC.9/25/20,25,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/26/20,SC.9/26/20,24,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/27/20,SC.9/27/20,33,Good,PM2.5,45-045-0016,2,not in list,,,,,,
SC,9/28/20,SC.9/28/20,35,Good,PM2.5,45-045-0015,2,1047716,,,,,,
SC,9/29/20,SC.9/29/20,23,Good,Ozone,45-045-0016,2,not in list,,,,,,
SC,9/30/20,SC.9/30/20,27,Good,Ozone,45-045-0016,2,not in list,,,,,,
SD,1/1/20,SD.43831,35,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/2/20,SD.43862,31,Good,NO2,46-099-0008,1,not in list,,,,,,
SD,1/3/20,SD.43891,32,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/4/20,SD.43922,30,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/5/20,SD.43952,36,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/6/20,SD.43983,32,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/7/20,SD.44013,36,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/8/20,SD.44044,31,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/9/20,SD.44075,27,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/10/20,SD.44105,28,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/11/20,SD.44136,32,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/12/20,SD.44166,30,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/13/20,SD.1/13/20,44,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/14/20,SD.1/14/20,52,Moderate,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/15/20,SD.1/15/20,30,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/16/20,SD.1/16/20,39,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/17/20,SD.1/17/20,28,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/18/20,SD.1/18/20,33,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/19/20,SD.1/19/20,32,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/20/20,SD.1/20/20,35,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/21/20,SD.1/21/20,36,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/22/20,SD.1/22/20,28,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/23/20,SD.1/23/20,56,Moderate,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/24/20,SD.1/24/20,49,Good,PM2.5,46-099-0008,1,not in list,,,,,,
SD,1/25/20,SD.1/25/20,33,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/26/20,SD.1/26/20,29,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/27/20,SD.1/27/20,32,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/28/20,SD.1/28/20,31,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/29/20,SD.1/29/20,31,Good,Ozone,46-099-0008,1,not in list,,,,,,
SD,1/30/20,SD.1/30/20,46,Good,PM2.5,46-099-0008,1,not in list,,,,,,
